"","V1"
"6175","DCCCBCDCBCADABDBDCABAACCBACCDCDAACBDCDCBCBDAABABBDAAABCDBAABDDACDBBDBDCDCDDDDCDACCABBCBBCCBCACCADDDCCCCDADCCBCBDBACDDAAACCDCDABDCCBABBDBABCDCAABBBDCDBCCDBDDCCBADDCACBDABBABACDCBABCCBBAAAADBBABDABCCDDD"
"6176","BDBAAAABCBACDBBBDACABACCACCADDCBBDAACBCBDBBABBCAACBACCADBDABDABAABACDCBCDCBADACCCBACDAADAABAAABBBBBBCDBBDCDBDCCCACAADDCDCAACCCCAABCACBCDCCDCDDCCDCDDAAADADDBCCDDCDBBAADDCCBDBBDDCAADABCACCCCCBABDDACDABC"
"6177","CCDDBCBCDDCACAAACBBDDBADCCCBBBDABCDCDADABCCADDCBBBDBDBADDAABBAAACADDBDABBDADDADBACCCCAACCBCABDCBBADDBCDCDABBACACCCACBCDABCDCADBBCACDCBDCBCACCBDBAADDBADCDCDCCDDCAADABADBBAABACBDDAADAAABCACBBBCABCAADAAD"
"6178","CCDBCDCBDBDCBBDDBADBBDAACDDCBDDBBCCACDBDABCDDDCDDDBACCCDDABACBCCCDDDBDDDDCADDADDAADAADDACDDDABAACADADBCCDCDBABDBBAAAABCDADABBABCDDCBABCDADDBBCDCBBBADBCCBDDCCCCDCADCCDDDCCADCDCDCCCDAADDDADCCADBDDDDCDBD"
"6179","ADCDABDBACDBADACDBDCCAADADAACACDBDAADCCAADACACDCBDBCCDCDBCBDBDDDDBBCDABBDBCDCCCBCCADBCBCBBDDDBDBDBBCCBCDDDDAACBAACBCDCAABCBDCDCBCDABDBCADBDDABDCBDBACABBAABAACCADCDABABABABDBADCADACBDBBCABCCBAAAADBACDD"
"6180","DACADDDCDCACCCBABBDCBCABBCDDAAADADAABCAABABABDDDBBDCACABBABDDCCCCDDCCADDABDAABBAAAADCDBDBADCBDCBADCABBDDBBDDDDCABBABDBDDACDDCABABDABDBCDCDBBDDADABAACACDAADBADABACABDBCDCCAADDDDDBCDBABBBDCCBDCACAADDDDC"
"6181","CDDADCCADABABBBDDCCADDADBACDDADBBDBCABACBAABCBBABCBBBBBCABDBAADDDDBCBBCAADBBBACDCBCDCCADBDBDBCBCAABBBADDADADADDCACBACBAABBBDBDCACCADCBDABCDDCBAAADABBADDBDADCDBADCBABBBADBBBCDABBDCDAADBDBCBDBCACDDDCDCA"
"6182","CCCAAAACDBAADADBDBCCCCBBAADACDABDDCDBABBBCAACCCCCACABBABDDBBDBCABDCBBBBDCBCDAAAABCCDBBBCDBBADBCBBDCCACCAADADDCDCCDCBABACBBBDCCBBCDBCCCDDBDDAADADACADACCACACBCCAABADDAABCABADAAAADACBBCBDDACACBBAACAACCDD"
"6183","BACDACCDBCDDCCDCABABADCDBBDBADCDCBDCBBBCDDADADCBBABDBABABDDBACCCDCACDCDCAABAADABDCADBABAACBADCBBBDCABBCBCCAAABDCCBAACDAADBDCACACBABBABDCDDCBCBDCACABAADCDCCCBAAADBDBAACCDBADCAADAADBCBAADBABBBACBAADACCA"
"6184","CABDBBBACADCACABBABBCCADAADBDCCBBAAADDCACADDBCDCCDCDCBCCCDCDBBBCABDABAABACDDDDCDABACDBCBBCBCDCCDADDBCAACDDDAADADBBBCBBCDBCDBCBACDDBCADCABCDDADCBCCCCAABAADDAACCCCBBCBDDCBDAADBBAACADBDDACBADCAACBCCACBAC"
"6185","DDBBBDCABADCBCADCDABDBBDBBABCAABDDBBCCDDDBABCACDADBCADAAADBDBBCAACCBCCCABDABABACBCBBCABDCDCBBCACBCBBCDCABADACACCAAABCADABBCAADDCABDADCBACDAABBDBBBCACCCBAACBCAACCDCDBBCCBABAADBBCBCBBCBACDCBBAADDBDDDBBD"
"6186","BCAADCCBBACDACCBBCBCDDBBBAAAACCBDBDDCCDBDACBAADBCCAADBDAAAABDBBDDABDDCDBCBBADDDCCBDADDBDBDCAAACCACACBCCBBBCBCDAACBAAACBDACBADDDDDACACBDADCDCAABAAABBBADCCCADCCAABDDDBCCCAAAADDDCBABBBDCDDCDAACAADBACBAAC"
"6187","CBDDABCDACDCDADCAACCCDDCAADACACCACDDCCCABBDACABADCBBDBBACCDACDDAAADBBDCADDCBBBCAACCCBBBDBBDADCDCCABDBBDCDDCDDBACDBABAADCBBABCBCCAADCABCBBBCBDDACBBDDDCBBADDAABBABABBDDCDADBDDCDBBCCDDABACDADBBDAAACDCCBA"
"6188","DBADDDBDADADBCCBAAAACDBAAACDADABDDCBDDBBACBABBACDBADDDABCCCDDCBBCBACCACACCDDDBCCBDBBDCBDADCBAAACBBBADCABDCBBBABABDACCCADBDCDCBBBDBBBACBABBDCACABAABBDACCCCCDDAACDCBBBDBDCBCBABBCCABBDCDADADDDBAAADBDADAD"
"6189","DDCBBCDABABBACBAADBBBACADABDCBBCBCBADCBDBCDBABCBBAADABCCCBBCBCABACCACCACBAABBCACBCACCDDBDDAADAAACCBDCDAACCDDBDCBDDDCBDDBCDABCABBDCCDACACBACDBDDDCCCCDADCCACDCDAACBDBACAABAACBABADDBCCCDCCDACCBAACACBDDBC"
"6190","CDDDCAACBBABBBCDCBBCADBDDDCDCCCBDDADDACDDBDDCADDABCBAABBBBDCABCCCBDBAADAADDACCADCBDBDACDBBDCBCABBDCADDACCDABABDADDCDCDABBDADBCDBADDDBBCDCCBACBBBBBCBDBCAACBCDCACABBBACCBDDDCDDABBCBCACBBDCDCBCBDCCCBDCDD"
"6191","ADBADDADBACBADCACBDBACCCCCDADCBCCDDCCBCDDBADCDADDABBCDBBADDBAAABBCBDACCDBABBBBBCBBDACABBDBDAABBCBCCCBDACDAACDDBCBBDBBDAADDACCBCBBBDCBAADBBDDCDACCACDBDCBDDACCCCBCACCDBABDABACDBADACCABDCCDCADAACADDCABBA"
"6192","BDCCDADACAABCDCBDBDDDDCDDBDCCBADDCDCCCABDCCCCAAABDDDDABCADCDDCACCAACCCBDBBDCACBDBCBDCBCDDCCCBBCABABAAACABCBBDDDDBABCCACACCCDBDCBBCACAADCDCACDDDBDABACABDDAABBDCAABCCBADDAADCBCAADCBDDBADDBADBAABACAADCCC"
"6193","AAADDCDDABDACCCBCDADCBACBACDDACCDABBACCDDBDBBBAACCBDDBDDBCACDBCAACABDDDCBBCBDCACCABBBBDCCBBCABCBBCCCAABABBBBDCCDAABAABBCDBDBBCDDADDDDDBBABDBBCCDAABCABCBDAABAACCCACBABAAABABCDACAADBDBBDBDBCCBCCDDCBCCDA"
"6194","BCDCDABBDACBCCADDBABDBADAABCDAACBDCAAADBDBADBBBBCDBAABCCCBADBADBCBDCBBDAAADDCAAADCADAABCDBADCBBDADDCDCADACDDDABCDAADDCCDCADCAAACDADABCBDAACCABDABBCABBCCCAABABADACADDACBCBCDBAACBBABDCCBDACCCBCCCDACBDAA"
"6195","ABDDDDACCABABBBCCADCBDDCDACCDDBDDBBBCCAADBDBDBABBBBCDADBCBCBACBACBDBACADADBDBCABDBBCAAABCBDBCBCDBCCDBADBDCABACBADABBDBDDAABDBADBBDCADABDBBCABDCDDBBCDAACBABDDDDDDADCADDAAAABAADCABCCCADDDDCBCBDCCAABCADC"
"6196","DBBBACCADDCCCADCACCDCDBBBBAABCDBDABDCBBDACDBCDAADDDDABADABBCCCBCAABABBDBABADDABCCABABABCABAABCDDDACACDAACAACADABBABBDDDABCACACADDCDACBCCDDDBCABBCCBCDCADDBBACBACBDDDBCABDDCABABABAAADDAABDDCAABBDDACDCDC"
"6197","DDCCCCADACACACCAABABACDBCBBABCADDCAADDABCCDBDDDDABCCDDAAADBAADCABCACBAADBDAADCDCBCACABBADBADBCABCABDDCADDACCABBBBDAABAAADBABCACBDDBDBADCDCBADBBABBCDDDCDDDCDBCADDCDDCCCBACAACDADABAABDACDCBAABDADBBCDADD"
"6198","ACBDABDDCCBCACCAAADCCADBCDDDDBABACCABCCCBBADBDDADCADADBCCBBABBBDBCDBDCDBDBCDBBACACCBBCDCCCCAADCABACABDCACADBACBCACBABDDAADCDAABDADBCCBCCBAACDACDDBACACBBCADCDDBAACDCCDDACAADACCCDCDCAAAADADDAACABDDCBDCC"
"6199","ACBDACCAACCABAAADAAAADDCACACCDBDAABDCDACAADBDABCDCDBDCBCAADBBDBADCCCBADADDABABBDDBDDBCCBABBCCBDDACABDCCAADBBBDDABBBCDDADADDCDBCAADBBCAABBCBBDBDDBDACBCDCABCCCDAAACCDDADBBCDDACDDCBCCBADCCABBDCCBCCCAADAB"
"6200","CCBDBBDDCBABBBDADDACCABDAAABBCACDCCBBDDBCBCDCDCACADACCBDABCABBCABCDADAAACCAAADCBADBDAAADBAACCDBBCABCBBDABAAACBDADACCCBCCCABDCDBDCCBBCCAABBDBACBDBBBCCBAABADDBDBCDDBCADBBACDABCBCCDADDBBBDCDDBBCBCABDAACA"
"6201","BCDBCADBBADBBDBCDBACDCBCCBADCBCAABDCCDBCCBACDAACAADBACBCADCBCDADBCDBBACBBDDDBAAABDCBCBDBBBDCADCADDADDCABCDDCBDCADBAACCCBACBCAABBBBDBDBBBABBADADBCBDDCBBBACBCAACBDADCDBBADAAADACADABADDBBBBCACCBDBCACCBAD"
"6202","ABAAADDDDDBADBABCCCBDCABBBDBBACCCBABBADDCDDBDCACDCABDCAABCCAADCABCDBCBCDDCABBCABAAAAACACDDCAADADCADCDAAACDBCDDCBBDCCADCBBABBDCBDBACCACABDBDBDABADCCCCDDADDDCBCCCDABBBDCCBAADADAACCDCBBAABCACABBDDDADDDCB"
"6203","ADCBBDCAADDCCCCAACADDBCABAABDDABAADABADAACDABDACADBCAAADAABBDBAACCACDABABCACBCDDCDBABBDBDBDDCDDACCBABABABDCCACCDADCBAADCBABBBCCACCCAABDACBDABCDCCBBAACADCBABDDDABABBCDCCBDACBADBCBAAADDBCCDDABDACAACDCBB"
"6204","CABDCCACDBDBBCCCBBBBCADAAABDACCDAACABCBBABDCDCBCBBBADDAAADABBCCDBBBDADBACACABCBCCABBDADADDCDABDBCCACCBDADABCBABDCBAACDBCCBADADBDAAAAAADCABCBDCDCCBDACCBADBBAAACCCCABCABADAABCCDAAABABDDBAACAACBADBCDACBD"
"6205","BCBCACAABCAAABDCAADBBBBCDDCBBBCACCAABABDDABAADCBAAACACCBBABBACADDBBBDDDBDDDCAABBACAACDBDBDBACAAAAABBDCCAABDBDADCDCDDCADDABBCDDBBDCBCABCBBBABDBDAADBCCBDCAADBDABDBAACBCACDADCBBDCACBBBCCCABCBBBACDCACABCD"
"6206","ABDADBABBBCBDDBBDACDABADABCCBAABBCBAABDDCDDBBACAACCACCCDBCCDBCACADCBBCDDABBDABDAABBDCDCACDBACCAAAADDBACDBBCCCABCDACACCDBBCCCACBBBDDBBBCCDADABDAADBBADBDDCDDCABDCBDADACDADDBDAAACCDADCACCBCBDCABCCCBCDCBD"
"6207","ADCDDDCAAACADADABCDCDBCACBABCBBBBDBDDAADCDBDCDDCBCCCAACACBABBDDDCDBABDBCDDBBBCDBBCBABDCDABBDDBCDAAABCABADABBBCCCDCCBACCCBBCACDDCBACBDBBDACADCABCDBABAADDDBCCACBBCCCABACCDABBCDADBDCCBCCDAAACCDBBDBACCBAA"
"6208","CCCAACCCBBBCCAABDCBDAABABBDBCADBBAAACCACBDDADABADABDBDDBBBCDBACDADDAABDABABDCDCABABBADCDBABBCDDCCADCADBCDABCDBDCDDAABADABBBDABDCDDDDBCBDBCBBDDBCBCCABCABDBCACBDDAADCBCDAABDADDDABBDCBCDBCDBBBDBCBBCDADDB"
"6209","BBBDABCCDCABABADBDDCBACADDCDCBADDBCACABCADACDCACADAAACDADBACCCBCCABAACDCCDABACBDDCDDBBBDAABCADACAABABABBBBBBDADACACADCDCBBBAACCCDCCDAABDCDBCCDABADADDCBADDACABDBDBCCCCDDADCDDDBDDADCDCBCBDCCCDDCCCDAADCB"
"6210","ABCCCBCBCDBDDDCBAABADBCCCCBBBADCBAABADADBCDCBABDDBADCBCDBBCDDACDBDBBDDACCABCAABABACBCCCADADCABDBACCBDDADAACDACAAABDDBDDDDCCABDBBCBABADCAADDBCDCABDDCCCBABBCCDDDCCBCCDDABBABBACAADDABBBDADBADAACACBCCDBCA"
"6211","CDCAABBBCADCCBCCBBCBCCADDABCCDBDDBBCDAACACBAADDDAADCCDDACDAADDBCDBDACBAACABDCAABADCDACBCCDACDAABABBBDCCDCCABCBDABDACADABDBBDCBAACBCDDABDDDACACBDCAAABBCBACDDAAAAACBACABABDDBAADDABAAADDCCBBDDDCDABBDDBBB"
"6212","DBDACCADADBBBDCBCCAADBCBBBDBADABBCDAADDBADBDBCACAACADBBCBABAACDAABCBBACCDBABDABBCBCABAADCDDDDADCCBCCCCBABDBADDDDCACDCDCACCDCCDDDAABDDABADDABAABCAACACABCCADBBDBABCCDBCAADDBCBDCABABDCAABACCCBDCDADDAABAA"
"6213","DBBBCBCDBCBADACCAABDDAADDAADCDADAABCBDDBBCADDCDCDDBCDBBDAADCBDCDCADBAABDBBBACCADAADBBCBDCCAACACCDADCBABDBCCCBBBBBADBDCBCCDCDCDCADADADCDADABCBDDCACDCABDCBBBDAABBBCBDBADBCBDDAADDBCDDCBBADBCCDBACAABDBDCB"
"6214","DBDDDDCAACDCCABDCCABCCAABBCCCBADBCAACBDDBBCBDBCCDAADCADABDCCABCABCABBBDACBCCDCCACCCBCCACADBCBBDBCDDCBBBBCBDBDADDCCCCAADDCBCCCBCCAACCDACBDABCADBBAABDBABBBACCDBAADCADABCCADCDDADBAADBBBBACBCCCBADDABCBABB"
"6215","ABDDDDADACDABBBACDBDCDCCCACDDABCABBDBABDCAABDBDCABACDBCDDBCAACBDCCAADCABBBCDAADBCCDCAADABDDCCCDCCABBCCBACCBADCBDCACCCCBCADABCABCCDCBBCAACBCAACCDBDBBBABBCADCBDBDCCCADACCAACACAADCBBDCCABBDCDDBCCBDDCDCAC"
"6216","DCACBDADBBCCCBBADCDBBBDCDDDABDBACAABCDAABDDCACACBDCCCBADDBABBDDACABCBBADDBACABDDCABCBACACDBCABDBBDBDABBDDAADBDAACBABADCCACCBBCAABBDBDCDBACDBCCBDACACDBACADABCCBBACADBBCDCAABBCDACCBDCDAADABBADCAAACDCABA"
"6217","CDDCBCCDBDBDDBCCBBCCBBDDACBBCACDCCCAAAABCCCDDBBADACCCDDDCCBCADADCACBBABBCDADADBCDDBAADCCCAAADAACACADBDDDBABDBDCABBCADCBCBDADBBABAAACDDBDABBDBABDBCCDBBDBADBBCDDDBAABABDBADAABBACBDBBBCDDAADDADDBBBCCCACD"
"6218","ACDABCACDADBADDBDBACACDBDCCACDBACDABDBCBCBCBDDDCDCBCABCADABAAAADBDADAACABBCAAABAADDDCABDACAAACADBBADDCAAADBDDAADADBAADBBAAACADCDBACADADBCBCABCDAACAAADADABAADBAACBDCCDCACBBCBCCBCDDACDBDCDACADDBCDBCBBDA"
"6219","DAACAADBABDBADCDBBAAACBBDAABCDBADCAAABCDBABCDACCDDDACBCADCCDDDAADAAACBBBACBBCDBCADDBBBBACBCCBAACBADBBDACCCBBBCADBBADDCDCDACDDBAABDCDACBDABCACCCDAAAABCACABABADBBAABCDDBDDCCBDCAADCBBDBCDBDCDABADACDBCAAA"
"6220","DDADBCDCBBCABCBDDACABCCADACABDACACDADAAABBBBADDBBBBBDCDCACCDCDACADCCCDABCBDDAACBADBBCBDCCBABACABCCBBCDCABCCAABCBCCBBABACCABCDDBDDCAAABBADDBBDBCCBBCADBADBCADCDDCDACAACCCBBBACBDCDBAAAAAABAAABBAADBDCCABC"
"6221","CCCBBBACAADCCDABADDADDABDDBBDABDBBBCDDACBCDDDCCCABBBBDCBDBCCBBCCAADADDDBBDCCACBBAACBDDDBABBCDDDADCCBCCCBDBDABCBAACDABBAAACCCBCACDCABDDBCADDADDDBDCDDCCCCABACDCDDCDCBCDBBACBABCDDDDBCABAAAABDBDAABACDDACB"
"6222","CADABBAADCCBBCADCCDCBBAAACCACCDADBAACABAACCDCCDADBCCAABCDAACBCBBBBBBABBBDDBDCCDBDCCDBDBCDCCBCBCDADAABCACCCBCABBACDBADADBDDCACBBCDBBBCBCCDBDCBDDAAACCCADBBAAABBCCABBACBBDBCCCCABAAACBDBBDCDABDCBBAADBDADB"
"6223","BDABBCDBBBCABDDADCBAAABDADBADCCDDBAACBBCAADBBDCBCCAADDDAADDCCAABBAACBBCCBCDBADCCDBCBDDABBDBBCADDBCACBDDCDADBAACCAACAABDAACACDCDCBDBBCABBCDCDAADDCADDBCBDBBCDDDDDADCCBCCACBCBCACBDDBBDCBDCDDADBDDBCDBBBBC"
"6224","BCCBDAAABCACBCADCBDBBABBCBBCACCACDCBADDBDCCCBDCBCBCACCBCCCDABCCAABAACCCBDDCAAAADBBBCBCDBACDCABBCAACCBAABBAADCDADACBBDACDDACADACDDCBCADADDBACDDCCAACAABDADDABDDCADAABABCADABABDAABCCCACDBACCADDACDCCCDAAC"
"6225","DCDAAAADADDDDCCABDDACAABCCACAABDAABBCACBDDDACBABCCAADCACABBAACBDCBDDDADCBBBDDDDACCCBDCBBBBDCACBBADCCCDBBDADDBADCACBDCDAACDBDBADCBCABCCDBADCADAACBCDACDBDACBCCDBCBDBBCACABDDDAACABCAABCBCCBAADBCAAACCDCCA"
"6226","BCCACACDABBDBBCCDCBACCBDCCCABDCBDDDCDADBDBBAACCDADADDBADBDABCACBAACCCCDBCBACCADBDBABDCABBDBAABDDDAADDCCBDAACBBACBCCBDACABADAAAABBDCDCCDBCADADCBDABDCCACBABBACBDDDDCDAACDCBDDABCBCDACCCCCBAAADBADDCDDDDCB"
"6227","BBDCBCABCCABDDBDDDADCDCCACCDCCACABCDDBDCBDDCACBBDAABBAAACDDDCBCADABCADDBCCAADDCDBBBBDDADCCCAADCDCDBCBACDDBDABBBACABADBABCCDCDAABDBDBABACBCDBBDCABCBAAABAACBCBBBBBAABBDACDCDACDDBBADDADBDABADCBABDCDCDABC"
"6228","CCDDDADAACCAADDBACBDAADACACAACCBAABCABBBCADCBBADACCAADBCCCDBDBDCCDBACBDCDDCBDCDBABBCABBBAACBDCAABAACDACDDABBDABBCABDDAACAACCCBABBBBDBBCBDDBBBDADDDACDCACDCBCDACCDCDCAADBBACBDABBBCDBACBABBDBAACAAAABBDCD"
"6229","DACADBAABBABABACACCACCABCCDDDACDCADBCBDDBBCBADDCDAAACADBBACADABAACBCBCDADCDADAADBBDDABBBBABCCDBADCBABBBBCDABBBCACACBADADDDBDCBBCBCDADCDAABDABACCACBABDCBAABACBBCCAABBDDBCBAADCADBCDDAADDAADBBBAAAAABBDBD"
"6230","CDBBACCDACBDBBCDCBCCBCCDBCADACAAABCADBDBBAAADDACCCCDBCBABBDBDABADDACBCADBBAABAABAABDDADDDABBAABDDBCBDBBBADDDADBABDACBCCCABBADCCBDBCBBBACABDBBDCACABACABDADBBDDBDCCCBAADADBCDACDBCACDAABACDABCAADBDCCCAAD"
"6231","DBDADDABCDAABDCBABDBDCABADDCABCACCDBABCBAAACBAAAADACCDBBADBBCCCDDBABCDCCCCADBDAADCBCBDABDACDCAACBDDDDDCDDADDDCBDAADBDCDDCACBBCACAADCDCDBDCDBAAABAADBACAAACBCBACCCBADDBBBDCCCDCCBAACBABBACACDBBDCAAABBADB"
"6232","DCDAADCBDCBBDCDBCABDCBABDBCDCDDAADDACDDACDCDDABDBBABACDCADBCCDCADDBBBCCBDCBBCAADAABACCCAABBBBBCADBDADACCCBACAACCCCAADDDBBDDCBCADABBBCCBDCBDAABDBBAADCBDDBCABACDABDADCBACDCACDCCCBBBABCABADDACBACADABCACD"
"6233","DDCABBDDDBADBCDADBACDBBACCACCDCABBBBBADDABCDBCDACCACDCDCDDCABBAAABBBDACDDBDDBCCADDCAAACABDDDABDCBBDBAABAABACADAAABDADADACCBBBCCCCAABBCDADDBAABCCBDDDADBBDCDCCADBBDCADADCDDBBBADACBBDCBADBBCACBDDDDADABCB"
"6234","DABCCADBADBBDABCCABDBADDDCDABBADCAABADDBACBCCCCBDCDDBDACBCBCDBCAAACBCCCABBDBBCBDBDDABBBCBCDCDDBBADDCDCDAAAADBCBCADBCCCDCACBBCBDCCDBBAABDABCDADDCBDBACBABCBBCCBCACACBBCDCCADDBBDBCADDACAAADCCDDAACBDDABBB"
"6235","ACBCBBDDDDAAAAAACACBBBACCCBDCCADBDABCBADCCADABABADDCACBBBABABABCCCDBCBABBDABADBBBADDBCCBBACDABACBABAABBCCCCACDAABCBABBCCDACBADCCCCCACDBDCAADCBACACADDCBADABABCCDDDDAABABAACDADCAACBBDCCCABBCCDAADCDBADBB"
"6236","CDDCBDCDBBCADCAADABBBDBAABDAADACADDABBAAADCBBDCADACAABACCBCDCBCABCABDBBBDBDAADDBBADABDDADBCBBCBBCBBCCDBBCCBACCBBAADDBBADCDDCAACDBBBDBBCCCDDCDBDDCBDDADBBCDADDDBDCCDABDADBDBCADDADAACACCCACAAABABABCADBBB"
"6237","CADBDDBABCCBCADADACCBBBCABCBADCABBCCDCDAAAADBCBACDCCBBDDAAACCDBBDADCCBCADDDDDCBCDABDBAADBDABCCCBBDBDCAAADDBBDDACDABBBAACAADCBBDAABACACCBAACDBCBACDCDCCBBCDADAAADADCBDABCAACCDABCABAADBACBAADAACCDACCACDB"
"6238","DCADCABAACDADBDBDABBCDDBCABDCBCBABCCBCCDDCAAADCDBBCACAACBDBDABDACBDCBCDCADDBAABAAACDCDBBBBCCCABDBDBBCCDADABBADCDBBDCACCCABADCBACDADCDBDDADDDADCDBBACACAADBCBAACCCCDDCCABAAADAADDABABADAACBDADBCBACBACBCD"
"6239","CADDBADDDCDCCADDBCCDCCCAABCACDADBDCCACBABDBDDADCADBDBDCBBCBCCBDCDCDDACBDDCBDCABBCCDCCCADACABBADDABABCDDCCCCBCAADBCABADCBBDBCBDACBCBBCDCDACCCDDCBBAABDBBDBADCAABBDACAABBABACDDDADDCADBCACBDDAAADDCBCCACDD"
"6240","DABCAABCABDCBABBDADBAADBDBCCDBBCBCBCAAACACBDBAABBDACDACBCDADBCACBDBDCABDDDADADCCDBBDCCDDBCBAACCCCDAACACCBDBBDBABDABBCDCBBCABDDCBAABBDCCCAACDCBBCCBCCDCDAAABADCCDCBBDBCBACACABBDCCADACACDACCBDBCBCAACBDAA"
"6241","BDBCDAACACBABDDADCADCADDDABDBCCDDCADDDADDDABBDAAADBADBBCBABCBCCCCBBDDDCDAABAACBABADDDBAABBACDABCBCDCBACBBDCDDDCADDDADAAABDCBAADABCCDADCABADBABABBACCDDABCBABBCBCCDACCDBADBBCBCAACACACACADDDCCCAACCACDDCC"
"6242","DDDDDAABDBADBCBDAADAABDACCDCBBAABBDBDCDBABBBBBABDDCCDBCDBBDCCDCCACDCCCBABCACAABABCACDCACBAABCDBBADDAABABADACAADBBDCABBBAACDDBAABACCDACCAABBDCAACABBCDCCADBBBCABDCDDBADDDBCDCADCAACBCBCBABBADCDCACCDAACBC"
"6243","BDDCACDADDADCACBADABBBCABADCBCDCDCBBCCBBBBACCBDCDCCBDAADCBCADCCACBACABBABDCBAACCDCABDCACABDCAADDDCCBCCDABBCCBABCCBABBABDCCBADBBCCABABBDCABABCCDBBDDDBADCCBAADCAABBADACACDDBDBCCCCBAACCBBCDADBDBCAACBDABB"
"6244","CBBADBBDCBDCBAAABAABBDBDBABBCACACDCAACDCACCAABCCCACBAAACAAAACCAADADBDCCBCCDBBCACDBBDABCCDADADBABCDABDBBCBDCBCDDDDDAAACCDBACDDDABBDCCABDCABBDBAABABBBDDABBCAABCBDCABCBCABCABAAADABBDDBBBBADABADCABBADCABA"
"6245","CCDDCCAAADDBABCCDBCDBBCBDDBDDCBBDADADABDCBAABBCCAABADBDCBBDCBBBBACCCDDCDADACDAABDCBBDABBDCCDCBABBCBCBABDCBBCAAADBDABCDDBCABBCAAADCBACABABBDADADCABADBBDCBDADACCCDBBDACDDCDADACBACCDDBAAACDBBDAAACCBADCBB"
"6246","DABCBBABCAACBCAAAABDCBBDDBACDACAADDBABCCCCAACCBBADCDCDCADDCBDBCCCBADBCCCACABBDDBACDDCBAADABABCCCDCCBAADAADDACDBDDDADCDDBDDCDCDBACDBAACCCCBBCCCADDDBBCBBCCBCCADDADBDDDBCCAABDCDBDDBBCCCBDDBDABDACCCAADBDB"
"6247","CBBBCCDDDCBBBADBABADBBCCABCDBACCCDADBABCBDCBAACCDCAAAADBBDACCCCAAACADAADCBDBACABDDACCADCCBBBAAABACBDBDAAADCABCBBBADCABAACDCDCADCDABBAAABCABDCDBAACCAAADBCADADBDCCDCBCACBCDBDDCACDBDBBDBCCBCBBCDCDACACDDB"
"6248","BCCADBBDBBCDCACDABBDCDCCCADDCDCBCCDAADBADBDBDACDCDBCADBBABDAAABCCBDACBADDCDDBABDAADCBBBAAADCDCBDBCABDBBADCCCACCBADDDCBCCDCCCDCCDDBDBDCAAAACBCDACCDABCBDCBBDADBADACCBDDCDCBCCBBCABABDCCBBCCDCDCCDCACDADBD"
"6249","BABACCDDCDBCDBBBDDABCDAACDAAADDBCACABBDAABCBACACBBBBBBCBBBCBCCBBBCCABDBCCDAACBCCBDBACDCBDACAABDCAADBDBCBADDDCCBBCCCBBDCCABDDDDCBACDADCCBBABABDCCAABCDDCABDAACCACCADBBDACADBCCADAADBBCABBDBBDDDACBDCCADBA"
"6250","CAAACDDCCBCDBDCCCAADABCDBADDCBCCCBCDADDCDCDADBCCDCCABCCCAABACDCABDACCCBBCBCBBADACCDCADDCBDDCABBCCDBCBCDABDBABBCCCCCCABABBBCBCDDADDCBADAACCABCBCDDCBABBBBDBBBBCBDABABDDCDBACDABCCAAAABCDBAABDADBBBADDDCCC"
"6251","CDBADDCDBDBDCAADCBBAADDDDDBBADCABCACABBBADDCDCBBBABBDBDCDDAACACDCDACBABCBDCBABDBCDABACCDDBCDBACCDBCCCDCABBBBCDDDBBCAABBABCABADAABAADBDCBBCBDBDABBBADBDBDBBAACADAAABACABDBBCCDABDCCDACCCDDCDBDBABDCBDDCCC"
"6252","BBCCCBBCCDDABCABDCDDDBCDAADABACBDCBDCDABADADDBDADDADAABBACCABAAAABCBCABACDCAADDCABADAAADCABAAADACDBCCDCDCDCCDCACDBADAADDCBCADBBDCDDDDBBCCAAAAACBDADCBAACBCDDACBACCDDDBDCCCCBBDDCDABCBDDCBCABADCADBADBCCC"
"6253","ADBDBCBCBCDAAAADAABCAADADCCADBDBACBABAABABCDBDBDBBCACBADBAABBCACDDDCADCBBCCCBDABBADDBAABCACACCDCDCCCBADDCBDCBDBCBAADCDCDCBCBCACBBCDDCBDADDBDACACACAACBCACCBABACCBCCDBBDDCCBDCAAABBBBDCBDDABAAAAADCDBDDAC"
"6254","CDADDCACDCCDAABDDDBBBBABBBDCACDBCADBBCBCADABADABDCADDCCCBDADBACDADCAABCACDBDDDDACDADDBBADBBABBDBCCADADDACACBAADCDAACCDBAACBCCCBDBDDBCCADDBDDABBCDCCCBDAAACACBABACBDCDABDDBAABCBACCCCDDCBDADBACACDDABDBDB"
"6255","ABABABAAAADDCDDADBCCCAABDCCABADBCACCCADCDDCADDDACDBCBAABBDBDCDACDBCDCACBABBDACBDDDACCDDCCCADCBDDADCBDADAADADDCACCABCDDDDBCBDACBBABBCDCDBCDDBACCABACABDCCABBAABADCABAADCCBBDABADCCBBBBDBDCDCADADDDCCDCCDD"
"6256","ABADCBBDCDBBCDAAABDACCCDBCABCBAAABABBCDACABDACDBDCAABDBBABCDCDCDBBBCDACCBBABDCDBBAABDABBBDBDADCCCDDACBBCCBAAACACBCCCDCBADDCDDDBABCACAADCBDACBCCBDCBBCADDBCADBCDCBDCACADBCCCADBDBABDDBBADDCABCDCCCDACCCDD"
